Complaint_ID,User_Name,Location,Input_Type,Complaint_Text,Category,Severity,Status,Date,Accuracy
CMP802304,User_78345,Erode,Web Portal,The local shelter for stray animals is overcrowded and in a pathetic condition.,Animal & Wildlife Issues,Low,In Progress,2025-11-17,0.95
CMP802305,User_40069,Tirunelveli,Call Center,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,High,In Progress,2025-11-06,0.95
CMP802306,User_42266,Tirunelveli,Mobile App,Stagnant water on the road after rain is making the street impassable.,Road & Infrastructure Issues,Medium,In Progress,2025-03-13,0.95
CMP802307,User_77344,Tirunelveli,Web Portal,Doctors at the government clinic are referring patients to private pharmacies for profit.,Health & Medical Issues,High,Resolved,2026-02-04,0.95
CMP802308,User_31310,Thanjavur,Web Portal,"Cattle owners are leaving their cows on the main road, causing traffic hazards.",Animal & Wildlife Issues,High,In Progress,2025-06-28,0.95
CMP802309,User_28102,Vellore,Mobile App,Wildlife from the nearby forest has entered the farm fields and destroyed crops.,Animal & Wildlife Issues,Low,Open,2026-01-10,0.95
CMP802310,User_68731,Erode,Web Portal,Unauthorized shops and stalls have encroached upon the entire width of the footpath.,Public Safety & Law Issues,High,In Progress,2026-02-09,0.95
CMP802311,User_36095,Tirunelveli,Mobile App,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,Medium,Resolved,2025-11-06,0.95
CMP802312,User_51935,Kanchipuram,Web Portal,The drainage covers on the side of the road are broken and dangerous for children.,Road & Infrastructure Issues,High,In Progress,2025-09-08,0.95
CMP802313,User_58002,Madurai,Mobile App,The drinking water supplied in our colony has a brownish tint and a foul smell.,Water Supply Issues,Low,Resolved,2025-04-05,0.95
CMP802314,User_10652,Erode,Call Center,Food provided to the patients in the general ward is of very poor quality.,Health & Medical Issues,Low,Resolved,2025-10-17,0.95
CMP802315,User_10811,Chennai,Web Portal,A dead stray animal is lying on the road and needs to be removed immediately.,Garbage & Sanitation Issues,High,In Progress,2025-07-01,0.95
CMP802316,User_40887,Thanjavur,Call Center,"A major pipeline burst has occurred near the main junction, causing heavy water wastage.",Water Supply Issues,Medium,In Progress,2025-05-06,0.95
CMP802317,User_85920,Salem,Mobile App,The drinking water supplied in our colony has a brownish tint and a foul smell.,Water Supply Issues,Low,In Progress,2025-12-29,0.95
CMP802318,User_56785,Madurai,Web Portal,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,Medium,Open,2025-10-14,0.95
CMP802319,User_59437,Thanjavur,Call Center,There has been a total power failure in the entire street for the last five hours.,Electricity Issues,Low,Resolved,2026-02-25,0.95
CMP802320,User_49509,Vellore,Mobile App,Requesting a new water connection for a newly constructed residential building.,Water Supply Issues,Low,Open,2025-11-03,0.95
CMP802321,User_73273,Chennai,Web Portal,Illegal dumping of construction debris is blocking the flow of the rainwater drain.,Garbage & Sanitation Issues,Medium,Resolved,2025-12-01,0.95
CMP802322,User_33150,Tirunelveli,Mobile App,Frequent unannounced power cuts are happening every two hours throughout the day.,Electricity Issues,Low,In Progress,2025-07-15,0.95
CMP802323,User_19336,Erode,Mobile App,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,Low,In Progress,2025-06-27,0.95
CMP802324,User_29021,Thanjavur,Web Portal,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,Medium,Open,2025-08-13,0.95
CMP802325,User_85873,Coimbatore,Call Center,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,Low,Resolved,2025-05-09,0.95
CMP802326,User_92096,Trichy,Call Center,We have not received any water supply for the past three consecutive days in our area.,Water Supply Issues,Medium,Open,2025-04-22,0.95
CMP802327,User_86637,Tirunelveli,Call Center,The management of the local temple is not maintaining the premises properly.,General Administrative Department,High,Resolved,2025-06-02,0.95
CMP802328,User_47963,Salem,Call Center,It is very difficult to get an appointment for Aadhaar card correction in our zone.,Government Service Delivery Issues,High,Open,2025-08-15,0.95
CMP802329,User_26925,Salem,Mobile App,The mid-day meal served to the children is unhygienic and lacks nutrition.,Education & School Issues,High,Open,2026-01-26,0.95
CMP802330,User_40871,Kanchipuram,Call Center,Food provided to the patients in the general ward is of very poor quality.,Health & Medical Issues,High,Open,2025-03-03,0.95
CMP802331,User_81285,Thanjavur,Web Portal,A local provision store has illegally extended its roof over the public drain.,General Administrative Department,Medium,In Progress,2025-10-15,0.95
CMP802332,User_73347,Coimbatore,Mobile App,The drinking water supplied in our colony has a brownish tint and a foul smell.,Water Supply Issues,Low,Resolved,2025-09-27,0.95
CMP802333,User_46044,Salem,Call Center,A large pack of stray dogs is roaming the street and attacking pedestrians.,Animal & Wildlife Issues,Medium,In Progress,2026-01-30,0.95
CMP802334,User_25320,Erode,Call Center,Emergency ambulance service did not arrive even after several calls for an accident.,Health & Medical Issues,Medium,Open,2025-09-28,0.95
CMP802335,User_68015,Kanchipuram,Web Portal,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,Low,In Progress,2026-01-13,0.95
CMP802336,User_24882,Coimbatore,Call Center,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,High,Open,2026-01-30,0.95
CMP802337,User_59335,Trichy,Call Center,The information provided by the help desk at the Collectorate is misleading.,Government Service Delivery Issues,High,In Progress,2025-11-05,0.95
CMP802338,User_15462,Erode,Mobile App,Sewage water is getting mixed with the drinking water line due to a pipe crack.,Water Supply Issues,Low,Resolved,2025-11-20,0.95
CMP802339,User_73284,Erode,Mobile App,The trust managing the community hall is overcharging for local residents' bookings.,General Administrative Department,Low,In Progress,2025-06-01,0.95
CMP802340,User_73580,Tirunelveli,Web Portal,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,Medium,In Progress,2025-04-25,0.95
CMP802341,User_58865,Tirunelveli,Mobile App,The drainage covers on the side of the road are broken and dangerous for children.,Road & Infrastructure Issues,Low,Open,2025-12-19,0.95
CMP802342,User_10660,Salem,Mobile App,Monkeys have entered our residential area and are damaging roof tiles and tanks.,Animal & Wildlife Issues,High,Open,2025-04-12,0.95
CMP802343,User_56025,Thanjavur,Web Portal,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,High,In Progress,2025-09-08,0.95
CMP802344,User_81037,Salem,Mobile App,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,Low,Open,2025-11-21,0.95
CMP802345,User_18538,Coimbatore,Mobile App,Suspicious individuals have been seen wandering around the residential area lately.,Public Safety & Law Issues,Medium,In Progress,2025-03-14,0.95
CMP802346,User_79753,Tirunelveli,Call Center,The management of the local temple is not maintaining the premises properly.,General Administrative Department,High,In Progress,2025-12-06,0.95
CMP802347,User_94127,Salem,Web Portal,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,High,Open,2025-09-08,0.95
CMP802348,User_21175,Kanchipuram,Mobile App,There is a terrible stench in the area due to animal waste dumped in the open.,Garbage & Sanitation Issues,Medium,Resolved,2025-10-08,0.95
CMP802349,User_19377,Madurai,Call Center,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,High,In Progress,2025-11-27,0.95
CMP802350,User_25472,Chennai,Call Center,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,High,Resolved,2025-05-30,0.95
CMP802351,User_36112,Trichy,Web Portal,A dead stray animal is lying on the road and needs to be removed immediately.,Garbage & Sanitation Issues,High,Open,2025-07-10,0.95
CMP802352,User_26665,Erode,Web Portal,There is a swarm of honeybees near the school entrance that needs to be removed.,Animal & Wildlife Issues,High,Resolved,2026-02-22,0.95
CMP802353,User_36390,Madurai,Web Portal,The cooling system in the hospital mortuary is not working properly.,Health & Medical Issues,Medium,Open,2025-09-04,0.95
CMP802354,User_29090,Erode,Web Portal,"Street dogs are chasing bikers at night, leading to serious road accidents.",Public Safety & Law Issues,High,In Progress,2025-09-25,0.95
CMP802355,User_15719,Chennai,Mobile App,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Medium,Resolved,2025-05-21,0.95
CMP802356,User_26964,Madurai,Mobile App,There is a severe shortage of doctors and nurses at the primary health center.,Health & Medical Issues,Low,In Progress,2025-04-15,0.95
CMP802357,User_86765,Trichy,Mobile App,There is a swarm of honeybees near the school entrance that needs to be removed.,Animal & Wildlife Issues,Medium,In Progress,2025-05-18,0.95
CMP802358,User_14224,Chennai,Web Portal,The CCTV cameras installed at the main junction are non-functional.,Public Safety & Law Issues,High,In Progress,2025-08-08,0.95
CMP802359,User_61205,Coimbatore,Call Center,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Low,In Progress,2025-09-01,0.95
CMP802360,User_81146,Coimbatore,Web Portal,There is a swarm of honeybees near the school entrance that needs to be removed.,Animal & Wildlife Issues,Low,Open,2025-04-29,0.95
CMP802361,User_73363,Salem,Call Center,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,Low,In Progress,2025-05-18,0.95
CMP802362,User_10721,Kanchipuram,Web Portal,The digital meter in my premises is running too fast and needs a technical check.,Electricity Issues,Medium,In Progress,2025-09-04,0.95
CMP802363,User_72060,Kanchipuram,Mobile App,"The school playground is filled with thorns and stones, making it unsafe for play.",Education & School Issues,Low,Resolved,2025-09-16,0.95
CMP802364,User_37512,Thanjavur,Call Center,The local shelter for stray animals is overcrowded and in a pathetic condition.,Animal & Wildlife Issues,Medium,Open,2025-07-14,0.95
CMP802365,User_35070,Trichy,Call Center,Illegal parking of heavy trucks is causing massive traffic jams during peak hours.,Public Safety & Law Issues,Medium,In Progress,2025-04-10,0.95
CMP802366,User_57695,Salem,Call Center,"The public garbage bin is overflowing, and waste is scattered all over the street.",Garbage & Sanitation Issues,High,Resolved,2025-11-13,0.95
CMP802367,User_94810,Tirunelveli,Web Portal,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Low,In Progress,2025-07-12,0.95
CMP802368,User_80566,Coimbatore,Call Center,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Medium,Open,2025-04-08,0.95
CMP802369,User_64445,Trichy,Mobile App,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,Medium,In Progress,2025-06-16,0.95
CMP802370,User_64005,Kanchipuram,Call Center,Wildlife from the nearby forest has entered the farm fields and destroyed crops.,Animal & Wildlife Issues,Low,Open,2025-11-09,0.95
CMP802371,User_55492,Chennai,Web Portal,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,Low,Resolved,2025-05-20,0.95
CMP802372,User_52270,Madurai,Mobile App,The drinking water supplied in our colony has a brownish tint and a foul smell.,Water Supply Issues,Low,Open,2025-03-24,0.95
